,content,date
4089,"Apple ESG rating details – Data: MSCI ESG Ratings, Credit: Capital.com

Microsoft (MSFT): AAA (unchanged since 2018)

After dominating the personal-computer software market for decades with its Windows operating systems and the Office suite, Microsoft has more recently positioned itself as one of the leaders in cloud computing with its Azure platform.",2021
4090,"The software behemoth remains highly rated in its industry for ESG standards, which has perhaps contributed to its stock price gaining about 56% in the past 12 months.",2021
4091,Its investors have also enjoyed a 0.75% dividend yield.,2021
4092,"Positives: Microsoft has been consistently releasing sustainability reports outlining their ESG commitments, including their energy-efficiency targets.",2021
4093,"The company aims to be carbon-negative by 2030 – for this, it has partnered with multiple clean-energy suppliers, including Volt Energy, Invenergy and AEP Energy.",2021
4094,"Concerns: Multiple public allegations of gender discrimination among the firm’s employees have surfaced since 2019, when the Quartz news website reported on a Microsoft internal email chain where many employees shared stories of discrimination and harassment.",2021
4095,This has opened up questions about the company’s approach to diversity and inclusion.,2021
4096,Microsoft does not appear on Bloomberg’s GEI.,2021
4097,"Microsoft ESG rating details – Data: MSCI ESG Ratings, Credit: Capital.com

Read more: EV shift needs to come with green power generation

Read more: India’s second green revolution – the clean industry wave

Read more: Green investing: top three green energy stocks to watch in 2021",2021
4098,"Microsoft 365 is one of the world's most popular SaaS applications, and organizations of all sizes store vast amounts of data in its cloud.",2021
4099,"However, it is important to know the limits of Microsoft 365 storage space.",2021
4100,"Unfortunately, Microsoft 365 storage limits are not quite as clear cut as one might expect.",2021
4101,Microsoft 365 storage space varies widely from one subscription plan to the next and limits also vary by data type.,2021
4102,"Exchange Online, for example, has one size limit for user mailboxes and a different size limit for resource mailboxes.",2021
4103,Exchange Online Organizations need to pay most attention to the Exchange Online limits associated with mailboxes because that's where the bulk of the data resides.,2021
4104,"For example, in the Office 365 Enterprise E1 plan, user mailboxes are limited to 50 GB.",2021
4105,That limit doubles to 100 GB for those with an Enterprise E3 or E5 subscription.,2021
4106,Organizations with Enterprise plans also receive archive mailboxes for each user.,2021
4107,"In the case of the Enterprise E1 plan, the archive mailboxes have a 50 GB limit.",2021
4108,Archive mailbox sizes in the Enterprise E3 and E5 plans are unlimited.,2021
4109,"However, Enterprise E3 and E5 mailboxes initially only receive 100 GB of archive mailbox space.",2021
4110,"Assuming that the business enables auto expansion, the archive mailboxes will grow to accommodate as much archive data as is necessary.",2021
4111,"In addition, Microsoft 365 storage space is sometimes based on the presence or absence of a license.",2021
4112,"For example, shared mailboxes and resource mailboxes do not require a license, although users need a client access license to access these mailboxes.",2021
4113,"If unlicensed, however, such mailboxes are limited to 50 GB.",2021
4114,"To increase capacity to 100 GB, assign an Exchange Online Plan 2 license to a shared mailbox or an Enterprise E3 or E5 license to a resource mailbox.",2021
4115,SharePoint Online There are also Microsoft 365 storage space limits that apply to SharePoint Online.,2021
4116,"However, SharePoint's limits are easier to decipher than those associated with Exchange Online.",2021
4117,"In fact, the storage limits are the same for all the Enterprise E1, E3 and E5 plans and for SharePoint Plan 1 and 2.",2021
4118,Microsoft 365 storage space varies widely from one subscription plan to the next.,2021
4119,"There are site limits, but there is also a cap on the entire SharePoint deployment.",2021
