,Text,is_long,ESG_Category
8733,"From fund management to ESG metrics, all areas of expertise have the potential to be optimised through this DAI Rteam accelerated programme.",False,Social
13872,The resin is now available for others to use in their own products to help address the global challenge of ocean plastic.,False,Environmental
15894,"We will update the site content on an ongoing basis with any breaking news or content; yet, some specific, significant content refreshes will happen at specific times throughout the year.",False,General
3265,"To learn more about what this announcement means across industries, head to microsoft.com/sustainability.",False,Social
8331,"Competing demands from customers, investors and regulators have created challenges in prioritisation.",False,General
12168,"The geoexchange field transfers heat into the ground, which is approximately 50 degrees Fahrenheit.",False,General
1743,"“The philosophy has always been the more we grow Linked In, the better it benefits Microsoft and so in that way, we are most definitely aligned.”The economy has also played a key role in Linked In’s continued growth.",False,General
14540,We are on a journey and continue to learn and grow as we move forward.,False,General
18529,Im confident that in this coming year we will continue to create value for our business as well as the communities and people we touch through our citizenship activities.,False,Social
17646,"We launched the Office 365 for Nonprofits program in 92 countries in FY14 and donated $55 million worth of Office 365 subscriptions, providing licenses for 1.5 million employees and strategic volunteers at nearly 11,500 NG Os.",False,General
19151,The Microsoft mission is to help people and businesses around the world realize their full potential.,False,General
14016,Using our voice on ecosystemrelated public policy issues We will support and advocate for public policy initiatives that measure and manage ecosystems at the national and global scale.,False,Environmental
17573,"Using data from our annual employee poll, we developed our firstever Diversity and Inclusion Index that allowed us to begin to identify additional opportunities to further develop our company in areas related to culture, diversity, and inclusion.",False,Social
9788,"As an early access partner for Microsoft 365 Copilot and Azure OpenAI Service, KPMG professionals will pilot the technologies with select business groups across the global organization, bringing together the increased capabilities of these tools with their experience, insights and sector expertise to enhance client engagements and accelerate digital solution development.",False,General
